sale_id,date_id,product_id,customer_id,region_id,quantity,unit_price,cost,revenue
1152,20240620,P019,C0160,R02,5,169.19,131.69,845.95
1153,20240824,P036,C0489,R02,1,369.88,186.86,369.88
1154,20230316,P050,C0237,R04,1,125.59,75.59,125.59
1155,20240121,P043,C0227,R01,3,201.16,114.83,603.48
1156,20230729,P027,C0181,R03,3,84.46,49.62,253.38
1157,20240419,P032,C0317,R01,2,281.99,195.71,563.98
1158,20240222,P014,C0046,R04,2,361.16,243.45,722.32
1159,20231213,P018,C0341,R02,6,186.22,134.15,1117.32
1160,20240612,P028,C0458,R03,1,28.68,21.15,28.68
1161,20241001,P029,C0080,R01,6,362.55,269.17,2175.3
1162,20230628,P016,C0135,R04,5,404.23,243.04,2021.15
1163,20230701,P035,C0260,R02,6,231.63,118.3,1389.78
1164,20241025,P047,C0475,R02,5,175.98,109.93,879.9
1165,20230125,P031,C0308,R01,7,360.1,199.58,2520.7
1166,20230629,P004,C0247,R04,1,151.83,79.9,151.83
1167,20241210,P037,C0473,R02,3,255.5,152.31,766.5
1168,20240515,P017,C0159,R02,6,431.41,265.08,2588.46
1169,20230610,P039,C0203,R03,1,158.36,117.81,158.36
1170,20230626,P048,C0112,R02,7,211.76,145.97,1482.32
1171,20231012,P046,C0468,R01,4,32.5,22.65,130.0
1172,20230304,P026,C0292,R04,3,413.09,285.24,1239.27
1173,20241023,P048,C0438,R04,9,211.76,145.97,1905.84
1174,20241027,P039,C0310,R03,1,158.36,117.81,158.36
1175,20230605,P041,C0119,R04,8,275.86,159.33,2206.88
1176,20240413,P004,C0383,R01,1,151.83,79.9,151.83
1177,20230218,P030,C0017,R02,5,147.33,94.16,736.65
1178,20230325,P030,C0493,R03,8,147.33,94.16,1178.64
1179,20231227,P022,C0331,R04,6,473.23,260.98,2839.38
1180,20241119,P011,C0414,R03,7,169.75,94.4,1188.25
1181,20230528,P002,C0227,R03,8,47.04,37.58,376.32
1182,20240921,P044,C0361,R04,6,339.56,262.31,2037.36
1183,20231208,P012,C0486,R03,6,326.31,239.73,1957.86
1184,20240420,P030,C0406,R04,6,147.33,94.16,883.98
1185,20230304,P036,C0117,R01,5,369.88,186.86,1849.4
1186,20241201,P018,C0043,R04,8,186.22,134.15,1489.76
1187,20231226,P026,C0368,R02,2,413.09,285.24,826.18
1188,20240714,P007,C0115,R04,7,484.2,305.9,3389.4
1189,20231123,P001,C0283,R02,4,497.64,256.53,1990.56
1190,20230521,P026,C0037,R03,1,413.09,285.24,413.09
1191,20230803,P023,C0302,R04,5,80.45,45.34,402.25
1192,20240310,P026,C0113,R02,3,413.09,285.24,1239.27
1193,20241223,P045,C0035,R04,4,348.35,226.7,1393.4
1194,20231114,P006,C0132,R04,7,175.67,125.75,1229.69
1195,20230201,P006,C0336,R04,5,175.67,125.75,878.35
1196,20241031,P044,C0336,R01,4,339.56,262.31,1358.24
1197,20231012,P008,C0469,R02,1,59.74,43.97,59.74
1198,20231101,P024,C0410,R01,6,452.48,298.46,2714.88
1199,20240304,P022,C0377,R01,6,473.23,260.98,2839.38
1200,20240421,P019,C0228,R02,7,169.19,131.69,1184.33
1201,20231013,P037,C0147,R04,1,255.5,152.31,255.5
1202,20230524,P018,C0122,R01,4,186.22,134.15,744.88
1203,20240228,P031,C0081,R01,9,360.1,199.58,3240.9
1204,20230119,P037,C0173,R01,6,255.5,152.31,1533.0
1205,20230118,P030,C0154,R04,2,147.33,94.16,294.66
1206,20240812,P042,C0150,R01,4,225.71,134.9,902.84
1207,20240106,P033,C0375,R03,6,63.32,50.52,379.92
1208,20230624,P010,C0058,R02,4,219.74,149.38,878.96
1209,20230713,P037,C0063,R03,7,255.5,152.31,1788.5
1210,20240516,P012,C0156,R04,3,326.31,239.73,978.93
1211,20230423,P030,C0449,R01,6,147.33,94.16,883.98
1212,20230424,P027,C0428,R02,4,84.46,49.62,337.84
1213,20230810,P039,C0356,R01,3,158.36,117.81,475.08
1214,20241108,P009,C0427,R04,3,253.9,197.29,761.7
1215,20241005,P021,C0421,R02,2,32.41,23.88,64.82
1216,20230921,P012,C0322,R03,3,326.31,239.73,978.93
1217,20230224,P029,C0401,R02,1,362.55,269.17,362.55
1218,20241004,P033,C0168,R01,3,63.32,50.52,189.96
1219,20240402,P043,C0166,R02,9,201.16,114.83,1810.44
1220,20230611,P015,C0085,R04,4,490.49,345.6,1961.96
1221,20240115,P002,C0445,R04,3,47.04,37.58,141.12
1222,20230328,P039,C0137,R02,8,158.36,117.81,1266.88
1223,20230224,P044,C0461,R04,1,339.56,262.31,339.56
1224,20240420,P018,C0459,R04,5,186.22,134.15,931.1
1225,20230627,P003,C0189,R04,1,468.86,338.03,468.86
1226,20240126,P007,C0464,R03,7,484.2,305.9,3389.4
1227,20231215,P043,C0400,R01,5,201.16,114.83,1005.8
1228,20230108,P018,C0379,R04,2,186.22,134.15,372.44
1229,20231109,P044,C0002,R02,1,339.56,262.31,339.56
1230,20240318,P038,C0106,R04,7,306.14,171.05,2142.98
1231,20231124,P037,C0364,R03,1,255.5,152.31,255.5
1232,20230223,P033,C0072,R02,3,63.32,50.52,189.96
1233,20230827,P044,C0427,R01,6,339.56,262.31,2037.36
1234,20230817,P031,C0126,R02,6,360.1,199.58,2160.6
1235,20240801,P011,C0170,R02,7,169.75,94.4,1188.25
1236,20230220,P004,C0205,R02,1,151.83,79.9,151.83
1237,20240831,P018,C0313,R02,7,186.22,134.15,1303.54
1238,20240826,P004,C0337,R04,2,151.83,79.9,303.66
1239,20230921,P049,C0487,R01,6,57.48,35.39,344.88
1240,20240222,P034,C0472,R04,8,466.74,320.55,3733.92
1241,20230406,P029,C0195,R03,5,362.55,269.17,1812.75
1242,20230329,P024,C0158,R03,3,452.48,298.46,1357.44
1243,20230319,P022,C0500,R02,8,473.23,260.98,3785.84
1244,20231015,P002,C0141,R04,8,47.04,37.58,376.32
1245,20230430,P044,C0275,R04,4,339.56,262.31,1358.24
1246,20240505,P006,C0007,R01,8,175.67,125.75,1405.36
1247,20240327,P042,C0393,R01,5,225.71,134.9,1128.55
1248,20240514,P025,C0467,R01,5,50.96,28.18,254.8
1249,20230614,P021,C0493,R04,3,32.41,23.88,97.23
1250,20230701,P016,C0054,R01,7,404.23,243.04,2829.61
1251,20240413,P031,C0104,R01,9,360.1,199.58,3240.9
1252,20230107,P014,C0342,R01,9,361.16,243.45,3250.44
1253,20231126,P039,C0338,R02,1,158.36,117.81,158.36
1254,20241103,P028,C0061,R03,1,28.68,21.15,28.68
1255,20230531,P032,C0087,R03,5,281.99,195.71,1409.95
1256,20230326,P028,C0258,R04,1,28.68,21.15,28.68
1257,20230527,P049,C0178,R04,4,57.48,35.39,229.92
1258,20240915,P009,C0242,R02,1,253.9,197.29,253.9
1259,20240116,P045,C0203,R03,2,348.35,226.7,696.7
1260,20240701,P022,C0031,R01,2,473.23,260.98,946.46
1261,20231012,P032,C0289,R01,4,281.99,195.71,1127.96
1262,20241130,P005,C0462,R04,8,347.75,175.99,2782.0
1263,20230323,P023,C0080,R03,2,80.45,45.34,160.9
1264,20240528,P005,C0011,R04,9,347.75,175.99,3129.75
1265,20241209,P042,C0417,R04,9,225.71,134.9,2031.39
1266,20240606,P032,C0254,R01,2,281.99,195.71,563.98
1267,20240121,P010,C0384,R01,1,219.74,149.38,219.74
1268,20241207,P039,C0391,R03,9,158.36,117.81,1425.24
1269,20240415,P015,C0384,R04,2,490.49,345.6,980.98
1270,20230429,P007,C0287,R02,8,484.2,305.9,3873.6
1271,20240131,P029,C0176,R03,3,362.55,269.17,1087.65
1272,20240615,P047,C0126,R04,1,175.98,109.93,175.98
1273,20230918,P003,C0494,R03,1,468.86,338.03,468.86
1274,20230913,P019,C0047,R03,2,169.19,131.69,338.38
1275,20230814,P010,C0206,R03,7,219.74,149.38,1538.18
1276,20230222,P028,C0476,R02,6,28.68,21.15,172.08
1277,20240514,P029,C0437,R02,2,362.55,269.17,725.1
1278,20240520,P015,C0107,R01,4,490.49,345.6,1961.96
1279,20231230,P035,C0464,R01,2,231.63,118.3,463.26
1280,20231007,P006,C0275,R04,1,175.67,125.75,175.67
1281,20240815,P012,C0337,R03,3,326.31,239.73,978.93
1282,20241214,P047,C0123,R04,4,175.98,109.93,703.92
1283,20230607,P038,C0474,R01,5,306.14,171.05,1530.7
1284,20240923,P013,C0134,R02,5,74.22,58.39,371.1
1285,20230228,P029,C0107,R01,7,362.55,269.17,2537.85
1286,20241227,P019,C0305,R04,8,169.19,131.69,1353.52
1287,20230508,P003,C0329,R01,9,468.86,338.03,4219.74
1288,20241221,P008,C0050,R04,7,59.74,43.97,418.18
1289,20230425,P008,C0337,R04,5,59.74,43.97,298.7
1290,20230728,P020,C0095,R04,9,263.35,181.37,2370.15
1291,20240609,P047,C0268,R04,8,175.98,109.93,1407.84
1292,20240604,P004,C0023,R01,9,151.83,79.9,1366.47
1293,20240705,P021,C0054,R04,8,32.41,23.88,259.28
1294,20230825,P003,C0374,R04,6,468.86,338.03,2813.16
1295,20231008,P045,C0254,R03,4,348.35,226.7,1393.4
1296,20231225,P008,C0453,R04,9,59.74,43.97,537.66
1297,20230720,P023,C0235,R01,9,80.45,45.34,724.05
1298,20231005,P016,C0484,R04,9,404.23,243.04,3638.07
1299,20230823,P013,C0059,R02,3,74.22,58.39,222.66
1300,20240508,P003,C0164,R02,3,468.86,338.03,1406.58
1301,20230104,P048,C0259,R04,6,211.76,145.97,1270.56
1302,20241027,P009,C0314,R02,6,253.9,197.29,1523.4
1303,20240317,P014,C0216,R02,6,361.16,243.45,2166.96
1304,20230129,P013,C0183,R01,5,74.22,58.39,371.1
1305,20230419,P007,C0057,R03,5,484.2,305.9,2421.0
1306,20240901,P015,C0145,R02,2,490.49,345.6,980.98
1307,20241227,P007,C0423,R02,7,484.2,305.9,3389.4
1308,20230316,P038,C0090,R03,4,306.14,171.05,1224.56
1309,20230526,P034,C0452,R03,3,466.74,320.55,1400.22
1310,20230508,P041,C0311,R02,8,275.86,159.33,2206.88
1311,20230211,P022,C0045,R04,4,473.23,260.98,1892.92
1312,20231222,P024,C0460,R02,4,452.48,298.46,1809.92
1313,20230210,P049,C0257,R04,8,57.48,35.39,459.84
1314,20230203,P037,C0021,R04,1,255.5,152.31,255.5
1315,20230117,P044,C0467,R04,9,339.56,262.31,3056.04
1316,20241107,P001,C0021,R03,7,497.64,256.53,3483.48
1317,20230602,P010,C0052,R02,2,219.74,149.38,439.48
1318,20240113,P043,C0338,R02,6,201.16,114.83,1206.96
1319,20240810,P016,C0171,R01,8,404.23,243.04,3233.84
1320,20240821,P046,C0436,R03,5,32.5,22.65,162.5
1321,20240920,P008,C0067,R01,6,59.74,43.97,358.44
1322,20231208,P049,C0113,R01,8,57.48,35.39,459.84
1323,20230127,P025,C0300,R04,6,50.96,28.18,305.76
1324,20231014,P050,C0160,R03,9,125.59,75.59,1130.31
1325,20241007,P012,C0266,R01,9,326.31,239.73,2936.79
1326,20241231,P025,C0320,R02,9,50.96,28.18,458.64
1327,20230617,P017,C0232,R01,6,431.41,265.08,2588.46
1328,20240901,P026,C0463,R03,9,413.09,285.24,3717.81
1329,20230925,P046,C0325,R02,3,32.5,22.65,97.5
1330,20240330,P048,C0068,R02,5,211.76,145.97,1058.8
1331,20241115,P014,C0028,R02,2,361.16,243.45,722.32
1332,20240205,P041,C0437,R04,8,275.86,159.33,2206.88
1333,20240420,P036,C0116,R02,4,369.88,186.86,1479.52
1334,20241202,P023,C0051,R04,6,80.45,45.34,482.7
1335,20240925,P043,C0181,R04,6,201.16,114.83,1206.96
1336,20240711,P006,C0260,R01,5,175.67,125.75,878.35
1337,20240729,P047,C0079,R01,1,175.98,109.93,175.98
1338,20230510,P005,C0273,R02,7,347.75,175.99,2434.25
1339,20231229,P043,C0108,R03,8,201.16,114.83,1609.28
1340,20241205,P025,C0451,R02,1,50.96,28.18,50.96
1341,20241123,P018,C0074,R01,7,186.22,134.15,1303.54
1342,20231019,P013,C0175,R02,4,74.22,58.39,296.88
1343,20240106,P043,C0490,R01,6,201.16,114.83,1206.96
1344,20230129,P014,C0184,R02,9,361.16,243.45,3250.44
1345,20230529,P028,C0023,R03,5,28.68,21.15,143.4
1346,20231023,P018,C0274,R02,8,186.22,134.15,1489.76
1347,20230111,P028,C0129,R03,5,28.68,21.15,143.4
1348,20240526,P027,C0291,R03,2,84.46,49.62,168.92
1349,20241106,P032,C0320,R02,4,281.99,195.71,1127.96
1350,20230423,P047,C0186,R03,2,175.98,109.93,351.96
1351,20230706,P009,C0479,R03,7,253.9,197.29,1777.3
1352,20230815,P040,C0059,R01,7,108.18,81.5,757.26
1353,20231106,P032,C0492,R01,3,281.99,195.71,845.97
1354,20230408,P020,C0001,R03,7,263.35,181.37,1843.45
1355,20230224,P028,C0131,R04,1,28.68,21.15,28.68
1356,20240914,P033,C0067,R02,1,63.32,50.52,63.32
1357,20241025,P004,C0293,R03,9,151.83,79.9,1366.47
1358,20240210,P046,C0467,R02,6,32.5,22.65,195.0
1359,20230310,P034,C0285,R01,5,466.74,320.55,2333.7
1360,20231108,P048,C0089,R02,6,211.76,145.97,1270.56
1361,20231016,P003,C0417,R03,6,468.86,338.03,2813.16
1362,20240701,P026,C0100,R03,1,413.09,285.24,413.09
1363,20230528,P008,C0189,R03,5,59.74,43.97,298.7
1364,20240411,P006,C0477,R03,9,175.67,125.75,1581.03
1365,20230901,P016,C0378,R04,4,404.23,243.04,1616.92
1366,20240505,P024,C0346,R04,3,452.48,298.46,1357.44
1367,20240521,P048,C0388,R04,1,211.76,145.97,211.76
1368,20231231,P039,C0241,R03,2,158.36,117.81,316.72
1369,20240426,P030,C0270,R04,3,147.33,94.16,441.99
1370,20230720,P045,C0498,R02,4,348.35,226.7,1393.4
1371,20230603,P013,C0219,R03,7,74.22,58.39,519.54
1372,20240325,P005,C0417,R01,6,347.75,175.99,2086.5
1373,20240515,P025,C0406,R03,8,50.96,28.18,407.68
1374,20230314,P020,C0176,R02,9,263.35,181.37,2370.15
1375,20241213,P018,C0387,R04,6,186.22,134.15,1117.32
1376,20231023,P047,C0471,R03,7,175.98,109.93,1231.86
1377,20230117,P018,C0341,R04,4,186.22,134.15,744.88
1378,20241002,P002,C0233,R03,2,47.04,37.58,94.08
1379,20230805,P010,C0151,R02,9,219.74,149.38,1977.66
1380,20230302,P045,C0452,R03,9,348.35,226.7,3135.15
1381,20240907,P050,C0277,R04,4,125.59,75.59,502.36
1382,20230211,P047,C0229,R04,3,175.98,109.93,527.94
1383,20230125,P012,C0171,R02,6,326.31,239.73,1957.86
1384,20230208,P047,C0223,R03,3,175.98,109.93,527.94
1385,20230511,P013,C0213,R01,1,74.22,58.39,74.22
1386,20240512,P050,C0282,R03,4,125.59,75.59,502.36
1387,20230817,P047,C0041,R02,1,175.98,109.93,175.98
1388,20230418,P011,C0122,R01,2,169.75,94.4,339.5
1389,20230621,P019,C0227,R02,3,169.19,131.69,507.57
1390,20240310,P035,C0294,R03,8,231.63,118.3,1853.04
1391,20240422,P039,C0088,R01,4,158.36,117.81,633.44
1392,20230412,P026,C0267,R02,4,413.09,285.24,1652.36
1393,20240607,P046,C0489,R04,9,32.5,22.65,292.5
1394,20231002,P014,C0029,R01,7,361.16,243.45,2528.12
1395,20240904,P045,C0495,R01,2,348.35,226.7,696.7
1396,20230213,P044,C0247,R02,3,339.56,262.31,1018.68
1397,20230117,P024,C0316,R04,4,452.48,298.46,1809.92
1398,20231126,P041,C0451,R01,4,275.86,159.33,1103.44
1399,20240722,P001,C0449,R02,8,497.64,256.53,3981.12
1400,20240511,P043,C0244,R01,6,201.16,114.83,1206.96
1401,20230112,P022,C0061,R01,3,473.23,260.98,1419.69
1402,20231114,P023,C0147,R01,9,80.45,45.34,724.05
1403,20240814,P019,C0174,R04,8,169.19,131.69,1353.52
1404,20230804,P018,C0433,R03,9,186.22,134.15,1675.98
1405,20231205,P012,C0278,R03,5,326.31,239.73,1631.55
1406,20241022,P028,C0334,R04,3,28.68,21.15,86.04
1407,20230322,P028,C0369,R04,4,28.68,21.15,114.72
1408,20241227,P033,C0441,R02,5,63.32,50.52,316.6
1409,20240429,P019,C0379,R01,9,169.19,131.69,1522.71
1410,20240109,P028,C0142,R04,9,28.68,21.15,258.12
1411,20241210,P049,C0044,R02,3,57.48,35.39,172.44
1412,20230719,P037,C0144,R03,7,255.5,152.31,1788.5
1413,20240620,P026,C0353,R03,6,413.09,285.24,2478.54
1414,20240410,P035,C0333,R03,4,231.63,118.3,926.52
1415,20230330,P034,C0486,R03,5,466.74,320.55,2333.7
1416,20230925,P035,C0497,R02,2,231.63,118.3,463.26
1417,20241016,P040,C0396,R01,7,108.18,81.5,757.26
1418,20240724,P016,C0055,R02,4,404.23,243.04,1616.92
1419,20240503,P038,C0307,R01,2,306.14,171.05,612.28
1420,20240621,P013,C0358,R03,6,74.22,58.39,445.32
1421,20230216,P023,C0423,R04,2,80.45,45.34,160.9
1422,20231015,P022,C0417,R04,2,473.23,260.98,946.46
1423,20230116,P016,C0161,R04,7,404.23,243.04,2829.61
1424,20241211,P028,C0285,R01,1,28.68,21.15,28.68
1425,20240205,P048,C0325,R03,7,211.76,145.97,1482.32
1426,20230327,P035,C0198,R02,5,231.63,118.3,1158.15
1427,20230907,P045,C0159,R04,1,348.35,226.7,348.35
1428,20240126,P046,C0080,R01,6,32.5,22.65,195.0
1429,20231201,P008,C0031,R04,7,59.74,43.97,418.18
1430,20240920,P044,C0473,R02,1,339.56,262.31,339.56
1431,20240602,P022,C0112,R03,9,473.23,260.98,4259.07
1432,20230517,P021,C0046,R02,7,32.41,23.88,226.87
1433,20241118,P026,C0353,R03,1,413.09,285.24,413.09
1434,20240512,P040,C0205,R03,3,108.18,81.5,324.54
1435,20241227,P021,C0052,R03,5,32.41,23.88,162.05
1436,20240421,P025,C0138,R04,4,50.96,28.18,203.84
1437,20240816,P041,C0472,R02,2,275.86,159.33,551.72
1438,20230811,P001,C0074,R04,1,497.64,256.53,497.64
1439,20240107,P006,C0041,R02,4,175.67,125.75,702.68
1440,20240206,P023,C0479,R01,7,80.45,45.34,563.15
1441,20240318,P023,C0077,R01,4,80.45,45.34,321.8
1442,20240504,P043,C0387,R02,9,201.16,114.83,1810.44
1443,20240906,P043,C0187,R02,8,201.16,114.83,1609.28
1444,20230930,P023,C0370,R02,8,80.45,45.34,643.6
1445,20240609,P032,C0052,R02,5,281.99,195.71,1409.95
1446,20230608,P030,C0418,R03,1,147.33,94.16,147.33
1447,20230601,P013,C0433,R04,9,74.22,58.39,667.98
1448,20240911,P043,C0412,R03,2,201.16,114.83,402.32
1449,20230707,P018,C0467,R04,6,186.22,134.15,1117.32
1450,20230408,P023,C0087,R04,5,80.45,45.34,402.25
1451,20230511,P015,C0109,R04,8,490.49,345.6,3923.92
1452,20230620,P033,C0480,R03,3,63.32,50.52,189.96
1453,20230702,P021,C0397,R02,6,32.41,23.88,194.46
1454,20231230,P039,C0225,R03,6,158.36,117.81,950.16
1455,20230208,P023,C0482,R03,3,80.45,45.34,241.35
1456,20240610,P027,C0481,R04,7,84.46,49.62,591.22
1457,20240511,P045,C0248,R01,4,348.35,226.7,1393.4
1458,20240530,P044,C0069,R01,5,339.56,262.31,1697.8
1459,20231215,P018,C0120,R03,9,186.22,134.15,1675.98
1460,20240201,P024,C0067,R04,6,452.48,298.46,2714.88
1461,20241222,P047,C0061,R03,4,175.98,109.93,703.92
1462,20230610,P040,C0444,R03,8,108.18,81.5,865.44
1463,20230116,P042,C0327,R02,9,225.71,134.9,2031.39
1464,20240507,P007,C0408,R04,5,484.2,305.9,2421.0
1465,20240301,P050,C0191,R01,2,125.59,75.59,251.18
1466,20230418,P048,C0470,R01,6,211.76,145.97,1270.56
1467,20240325,P020,C0493,R01,8,263.35,181.37,2106.8
1468,20231107,P027,C0189,R03,5,84.46,49.62,422.3
1469,20230619,P006,C0151,R04,1,175.67,125.75,175.67
1470,20240629,P027,C0286,R02,8,84.46,49.62,675.68
1471,20240218,P009,C0444,R01,9,253.9,197.29,2285.1
1472,20230908,P045,C0402,R04,1,348.35,226.7,348.35
1473,20230521,P031,C0096,R01,8,360.1,199.58,2880.8
1474,20231001,P021,C0312,R02,2,32.41,23.88,64.82
1475,20240220,P026,C0309,R04,4,413.09,285.24,1652.36
1476,20240830,P040,C0263,R03,2,108.18,81.5,216.36
1477,20230208,P048,C0097,R03,2,211.76,145.97,423.52
1478,20230129,P045,C0453,R01,3,348.35,226.7,1045.05
1479,20240421,P013,C0113,R01,8,74.22,58.39,593.76
1480,20231114,P049,C0476,R04,4,57.48,35.39,229.92
1481,20230902,P023,C0125,R02,7,80.45,45.34,563.15
1482,20241127,P020,C0456,R01,3,263.35,181.37,790.05
1483,20230929,P037,C0463,R04,3,255.5,152.31,766.5
1484,20240315,P028,C0436,R02,2,28.68,21.15,57.36
1485,20230827,P017,C0132,R01,6,431.41,265.08,2588.46
1486,20240112,P028,C0418,R01,6,28.68,21.15,172.08
1487,20230923,P041,C0453,R04,1,275.86,159.33,275.86
1488,20231225,P002,C0417,R01,7,47.04,37.58,329.28
1489,20231206,P025,C0121,R03,4,50.96,28.18,203.84
1490,20240124,P050,C0197,R02,3,125.59,75.59,376.77
1491,20240730,P041,C0294,R02,8,275.86,159.33,2206.88
1492,20241119,P006,C0482,R03,2,175.67,125.75,351.34
1493,20230103,P011,C0122,R04,9,169.75,94.4,1527.75
1494,20240304,P038,C0282,R03,8,306.14,171.05,2449.12
1495,20230522,P006,C0385,R03,8,175.67,125.75,1405.36
1496,20240111,P045,C0260,R02,3,348.35,226.7,1045.05
1497,20241031,P011,C0039,R04,4,169.75,94.4,679.0
1498,20231120,P014,C0054,R01,2,361.16,243.45,722.32
1499,20230526,P002,C0474,R03,2,47.04,37.58,94.08
1500,20231020,P040,C0161,R03,4,108.18,81.5,432.72
1501,20241026,P003,C0289,R04,6,468.86,338.03,2813.16
1502,20240307,P035,C0200,R03,5,231.63,118.3,1158.15
1503,20241205,P033,C0276,R04,1,63.32,50.52,63.32
1504,20240807,P024,C0016,R01,1,452.48,298.46,452.48
1505,20240203,P019,C0405,R04,6,169.19,131.69,1015.14
1506,20231210,P018,C0173,R01,3,186.22,134.15,558.66
1507,20230520,P049,C0248,R04,3,57.48,35.39,172.44
1508,20230706,P024,C0383,R03,7,452.48,298.46,3167.36
1509,20230302,P045,C0218,R01,1,348.35,226.7,348.35
1510,20240115,P035,C0087,R03,1,231.63,118.3,231.63
1511,20241210,P001,C0082,R01,3,497.64,256.53,1492.92
1512,20240315,P036,C0062,R04,8,369.88,186.86,2959.04
1513,20231115,P025,C0287,R04,1,50.96,28.18,50.96
1514,20231029,P045,C0500,R04,4,348.35,226.7,1393.4
1515,20231210,P049,C0042,R02,9,57.48,35.39,517.32
1516,20230111,P043,C0012,R02,4,201.16,114.83,804.64
1517,20230303,P034,C0321,R01,8,466.74,320.55,3733.92
1518,20230814,P025,C0234,R02,7,50.96,28.18,356.72
1519,20230602,P016,C0329,R04,3,404.23,243.04,1212.69
1520,20241211,P034,C0131,R02,7,466.74,320.55,3267.18
1521,20240717,P029,C0115,R02,7,362.55,269.17,2537.85
1522,20240724,P019,C0218,R03,3,169.19,131.69,507.57
1523,20240806,P023,C0137,R01,2,80.45,45.34,160.9
1524,20241021,P019,C0106,R01,9,169.19,131.69,1522.71
1525,20240728,P025,C0179,R01,1,50.96,28.18,50.96
1526,20231106,P016,C0016,R02,7,404.23,243.04,2829.61
1527,20230831,P009,C0472,R04,4,253.9,197.29,1015.6
1528,20240507,P001,C0242,R03,2,497.64,256.53,995.28
1529,20240101,P042,C0334,R01,2,225.71,134.9,451.42
1530,20231126,P019,C0381,R02,8,169.19,131.69,1353.52
1531,20230417,P033,C0387,R04,7,63.32,50.52,443.24
1532,20230814,P034,C0226,R03,7,466.74,320.55,3267.18
1533,20230806,P016,C0481,R03,5,404.23,243.04,2021.15
1534,20240520,P044,C0242,R01,8,339.56,262.31,2716.48
1535,20230916,P040,C0408,R01,2,108.18,81.5,216.36
1536,20240531,P018,C0457,R04,2,186.22,134.15,372.44
1537,20230223,P034,C0141,R02,5,466.74,320.55,2333.7
1538,20230216,P025,C0386,R04,1,50.96,28.18,50.96
1539,20241227,P045,C0199,R01,6,348.35,226.7,2090.1
1540,20241119,P006,C0112,R04,4,175.67,125.75,702.68
1541,20240604,P021,C0127,R02,6,32.41,23.88,194.46
1542,20230409,P006,C0021,R03,7,175.67,125.75,1229.69
1543,20230120,P032,C0147,R03,3,281.99,195.71,845.97
1544,20240726,P041,C0089,R03,8,275.86,159.33,2206.88
1545,20240504,P048,C0303,R03,7,211.76,145.97,1482.32
1546,20240223,P043,C0406,R01,1,201.16,114.83,201.16
1547,20241120,P039,C0203,R01,6,158.36,117.81,950.16
1548,20230303,P031,C0417,R02,7,360.1,199.58,2520.7
1549,20230525,P042,C0416,R02,4,225.71,134.9,902.84
1550,20230804,P010,C0448,R02,2,219.74,149.38,439.48
1551,20230103,P030,C0085,R02,9,147.33,94.16,1325.97
1552,20230609,P018,C0167,R04,7,186.22,134.15,1303.54
1553,20230430,P024,C0384,R02,1,452.48,298.46,452.48
1554,20230330,P009,C0468,R03,8,253.9,197.29,2031.2
1555,20231125,P031,C0072,R03,3,360.1,199.58,1080.3
1556,20240802,P015,C0298,R03,4,490.49,345.6,1961.96
1557,20231223,P004,C0485,R04,5,151.83,79.9,759.15
1558,20240901,P040,C0009,R02,1,108.18,81.5,108.18
1559,20230924,P009,C0281,R03,6,253.9,197.29,1523.4
1560,20240908,P045,C0473,R03,6,348.35,226.7,2090.1
1561,20231119,P009,C0481,R03,2,253.9,197.29,507.8
1562,20240926,P026,C0258,R03,6,413.09,285.24,2478.54
1563,20240624,P004,C0275,R01,8,151.83,79.9,1214.64
1564,20241010,P017,C0238,R02,6,431.41,265.08,2588.46
1565,20230714,P016,C0020,R02,4,404.23,243.04,1616.92
1566,20231128,P015,C0490,R04,4,490.49,345.6,1961.96
1567,20230619,P035,C0233,R01,9,231.63,118.3,2084.67
1568,20240604,P005,C0490,R04,6,347.75,175.99,2086.5
1569,20240407,P005,C0221,R03,8,347.75,175.99,2782.0
1570,20230209,P020,C0326,R04,8,263.35,181.37,2106.8
1571,20240620,P015,C0017,R03,7,490.49,345.6,3433.43
1572,20230918,P018,C0380,R03,3,186.22,134.15,558.66
1573,20240130,P047,C0089,R02,1,175.98,109.93,175.98
1574,20230814,P002,C0486,R02,5,47.04,37.58,235.2
1575,20230504,P029,C0196,R02,2,362.55,269.17,725.1
1576,20230207,P013,C0350,R02,2,74.22,58.39,148.44
1577,20231124,P004,C0084,R02,7,151.83,79.9,1062.81
1578,20230908,P042,C0387,R01,3,225.71,134.9,677.13
1579,20230625,P045,C0087,R02,8,348.35,226.7,2786.8
1580,20240824,P010,C0307,R04,9,219.74,149.38,1977.66
1581,20240329,P031,C0338,R03,8,360.1,199.58,2880.8
1582,20230206,P041,C0154,R02,6,275.86,159.33,1655.16
1583,20231112,P008,C0440,R01,5,59.74,43.97,298.7
1584,20241118,P003,C0228,R04,3,468.86,338.03,1406.58
1585,20240815,P048,C0448,R04,3,211.76,145.97,635.28
1586,20230424,P046,C0264,R03,7,32.5,22.65,227.5
1587,20230209,P009,C0465,R04,5,253.9,197.29,1269.5
1588,20231028,P030,C0223,R04,6,147.33,94.16,883.98
1589,20230812,P011,C0421,R04,6,169.75,94.4,1018.5
1590,20231114,P035,C0493,R04,9,231.63,118.3,2084.67
1591,20231215,P037,C0121,R01,1,255.5,152.31,255.5
1592,20230425,P042,C0481,R03,8,225.71,134.9,1805.68
1593,20241128,P013,C0411,R02,5,74.22,58.39,371.1
1594,20231119,P036,C0173,R04,6,369.88,186.86,2219.28
